ticker,entry_date,entry_price,stop_loss,take_profit,tech_score,signals,exit_date,exit_price,pnl_pct,status,hold_days,max_drawdown_pct,max_favorable_pct
ROST,2026-01-29,186.5,179.9543,199.5914,8.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-09,194.5,4.2395,expired,7,-0.4504,4.429
CTAS,2026-01-29,189.65,183.1428,202.6643,6.8,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-09,194.76,2.6444,expired,7,-1.8508,3.8228
CHTR,2026-01-30,206.12,189.1071,240.1457,10.0,"50MA눌림목, 돌파(10d_high_breakout), 강세다이버전스, MACD상향, 거래량3.2x",2026-02-10,240.1457,16.4577,take_profit,7,-1.0285,20.9199
VRSK,2026-01-30,217.46,209.48,233.42,9.8,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2026-02-03,209.48,-3.7196,stop_loss,2,-12.1126,0.4645
TMUS,2026-01-30,197.21,188.44,214.75,9.8,"20MA눌림목, 50MA눌림목, 돌파(10d_high_breakout), MACD상향, 거래량1.8x",2026-02-10,199.43,1.0757,expired,7,-2.0689,3.8588
XEL,2026-01-30,76.06,73.5686,81.0429,8.9,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-02-10,77.5,1.8432,expired,7,-2.5638,2.9845
CDW,2026-01-30,126.39,119.7029,139.7643,7.8,"20MA눌림목, BB하단반등, 강세다이버전스",2026-02-04,139.7643,10.5318,take_profit,3,-1.8277,11.2113
AZN,2026-02-02,188.41,172.7871,219.6557,10.0,"20MA눌림목, 50MA눌림목, 골든크로스, MACD상향, 거래량19.8x",2026-02-11,204.76,8.6279,expired,7,-2.537,8.7628
BKNG,2026-02-02,5122.25,4855.2244,5656.3012,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2026-02-03,4855.2244,-5.2631,stop_loss,1,-9.8992,0.0
CDW,2026-02-02,126.83,120.0329,140.4243,9.6,"20MA눌림목, BB하단반등, 강세다이버전스, MACD상향",2026-02-04,140.4243,10.6685,take_profit,2,-2.1683,10.8255
ABNB,2026-02-02,131.31,123.5857,146.7586,8.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-03,123.5857,-5.9325,stop_loss,1,-8.537,0.0
GEHC,2026-02-02,80.11,76.0084,88.3131,8.8,"20MA눌림목, 50MA눌림목, 강세다이버전스",2026-02-11,79.2,-1.1859,expired,7,-2.3468,6.7782
KDP,2026-02-03,27.97,26.7129,30.4843,7.6,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2026-02-12,29.91,6.886,expired,7,-0.429,7.7941
XEL,2026-02-03,75.95,73.2629,81.3243,7.6,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-12,78.98,3.9395,expired,7,-1.6853,5.2666
KHC,2026-02-03,23.87,22.4357,26.7386,5.6,"20MA눌림목, 50MA눌림목",2026-02-12,24.32,1.8352,expired,7,-1.2568,5.5718
EXC,2026-02-03,44.01,42.3414,47.3471,5.3,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-12,47.3471,7.5327,take_profit,7,-1.7269,10.0659
AEP,2026-02-03,120.67,116.2957,129.4186,5.1,"20MA눌림목, 50MA눌림목, 이평정배열, 스토캐스틱크로스",2026-02-12,126.43,4.7234,expired,7,-0.7956,6.8368
NXPI,2026-02-04,226.86,207.9257,264.7286,9.3,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.9x",2026-02-13,244.43,7.6949,expired,7,-3.1958,13.0036
CTAS,2026-02-04,192.61,185.9414,205.9472,8.3,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.6x",2026-02-13,193.44,0.3809,expired,7,-0.135,5.1347
GEHC,2026-02-04,82.63,77.9013,92.0874,8.3,"20MA눌림목, 50MA눌림목, 거래량1.9x, 스토캐스틱크로스",2026-02-12,77.9013,-5.7728,stop_loss,6,-7.225,1.6338
XEL,2026-02-04,76.2,73.5571,81.4857,7.6,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-13,81.4857,6.8866,take_profit,7,-2.0079,7.5197
CPRT,2026-02-04,40.16,38.3371,43.8057,6.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-12,38.3371,-4.589,stop_loss,6,-9.0637,1.9671
EA,2026-02-05,197.93,195.5257,202.7386,8.0,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-10,202.7386,2.3794,take_profit,3,0.0,2.7383
ARM,2026-02-05,110.88,97.9871,136.6657,7.1,"20MA눌림목, MACD상향, 거래량3.1x, 스토캐스틱크로스",2026-02-13,125.28,12.937,expired,6,0.0,18.0556
AEP,2026-02-05,120.61,116.2229,129.3843,6.9,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열",2026-02-13,129.3843,7.2249,take_profit,6,-0.7462,7.8435
META,2026-02-05,670.21,619.0743,772.4815,6.9,"20MA눌림목, 50MA눌림목, 이평정배열",2026-02-13,639.77,-4.5919,expired,6,-5.3177,1.9546
CTAS,2026-02-05,194.11,187.2429,207.8443,6.8,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-13,193.44,-0.3952,expired,6,-0.9067,4.3223
ORLY,2026-02-06,94.22,89.3657,103.9286,9.8,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.6x, 스토캐스틱크로스",2026-02-13,96.66,2.5397,expired,5,-3.3645,3.322
WBD,2026-02-06,27.36,26.3971,29.2857,7.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-13,27.99,2.2526,expired,5,-1.133,3.3626
AEP,2026-02-06,120.8,116.3186,129.7629,7.6,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-02-13,129.7629,7.3696,take_profit,5,-0.9023,7.6738
EA,2026-02-06,200.0,197.2914,205.4171,7.3,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-13,200.62,0.26,expired,5,-0.05,1.675
EXC,2026-02-06,44.33,42.4914,48.0071,7.3,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-12,48.0071,8.2449,take_profit,4,-1.4888,9.2714
DXCM,2026-02-09,70.16,65.5057,79.4686,8.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-12,65.5057,-6.6838,stop_loss,3,-7.5257,0.2565
MELI,2026-02-09,2035.59,1857.3443,2392.0814,7.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-13,1988.26,-2.3751,expired,4,-3.543,3.847
NXPI,2026-02-09,228.91,209.5143,267.7014,7.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-13,244.43,6.73,expired,4,-0.7077,11.9916
EA,2026-02-09,200.87,197.9371,206.7357,7.3,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-13,200.62,-0.1745,expired,4,-0.4431,1.2346
XEL,2026-02-09,76.43,73.4671,82.3557,6.4,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-02-13,81.59,6.7013,expired,4,0.0,7.1961
EXC,2026-02-10,44.64,42.7729,48.3743,7.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-12,48.3743,8.3153,take_profit,2,-0.672,8.5125
ORLY,2026-02-10,93.44,88.6386,103.0429,7.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-13,96.66,3.3961,expired,3,-0.6635,4.1845
EA,2026-02-10,202.58,199.3571,209.0257,6.8,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-13,200.62,-1.0175,expired,3,-1.2834,0.1086
CPRT,2026-02-10,40.35,38.6414,43.7671,6.3,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-12,38.6414,-4.2844,stop_loss,2,-9.4919,0.0
LULU,2026-02-10,180.62,166.7443,208.3714,6.3,"20MA눌림목, 강세다이버전스",2026-02-13,176.42,-2.3753,expired,3,-6.7711,0.609
MNST,2026-02-11,80.79,77.8271,86.7157,7.6,"20MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-02-13,81.48,0.8041,expired,2,-0.3342,1.8938
ORLY,2026-02-11,94.11,89.3214,103.6871,7.3,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-13,96.66,2.6596,expired,2,0.0,3.4428
REGN,2026-02-11,778.97,730.8243,875.2614,6.9,"20MA눌림목, 50MA눌림목, 이평정배열, 스토캐스틱크로스",2026-02-13,803.17,3.0567,expired,2,-0.5456,3.4931
COST,2026-02-11,978.14,936.77,1060.88,6.6,"20MA눌림목, BB하단반등, 이평정배열",2026-02-13,1018.48,4.0742,expired,2,0.0,4.574
TSLA,2026-02-11,428.27,396.9928,490.8243,6.1,"20MA눌림목, MACD상향",2026-02-13,417.44,-2.5788,expired,2,-4.0605,1.8586
ORLY,2026-02-12,95.21,90.2743,105.0814,9.3,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2026-02-13,96.66,1.473,expired,1,-0.3046,2.2477
VRTX,2026-02-12,465.02,440.24,514.58,6.6,"20MA눌림목, 50MA눌림목, 이평정배열, 스토캐스틱크로스",2026-02-13,491.47,5.6379,expired,1,0.0,8.3566
EXC,2026-02-12,47.55,45.31,52.03,5.32,"돌파(20d_high_breakout), 골든크로스, 거래량2.5x, 스퀴즈돌파",2026-02-13,48.48,1.9058,expired,1,-0.3155,2.4606
MNST,2026-02-12,81.17,78.2743,86.9614,5.3,"20MA눌림목, BB하단반등",2026-02-13,81.48,0.3319,expired,1,-0.8008,1.4168
APP,2026-02-12,366.91,275.8171,549.0957,4.8,강세다이버전스,2026-02-13,390.55,6.393,expired,1,-2.1558,6.7973
GEHC,2026-02-13,80.34,75.5406,89.9389,9.3,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",,,0.0,no_data,0,0.0,0.0
ORLY,2026-02-13,96.66,91.7886,106.4029,8.3,"20MA눌림목, 50MA눌림목, 강세다이버전스",,,0.0,no_data,0,0.0,0.0
PDD,2026-02-13,100.28,94.8971,111.0457,8.1,"20MA눌림목, BB하단반등, 강세다이버전스",,,0.0,no_data,0,0.0,0.0
DXCM,2026-02-13,70.02,64.59,80.88,7.8,"20MA눌림목, 50MA눌림목, 거래량1.8x, 스토캐스틱크로스",,,0.0,no_data,0,0.0,0.0
EA,2026-02-13,200.62,196.9014,208.0571,7.8,"20MA눌림목, 50MA눌림목, BB하단반등",,,0.0,no_data,0,0.0,0.0
